,count,mean,std,min,25%,50%,75%,max
OD_23-2,10769.0,1389.0432050859845,1526.269191264128,0.0,469.191111,1101.404444,1946.5866670000007,76382.92444
OD_23-3,10769.0,308.57886155288224,446.1142990424388,0.0,61.6,172.773333,384.906667,6593.146667
OD_23-4,10769.0,392.35454689896864,798.881662427826,0.0,15.422222,82.871111,446.8,15816.96889
OD_23-5,10769.0,49.084044128703574,199.81676530745332,0.0,1.262222,4.302222,27.733333,5975.573333
OD_23-6,10769.0,13.63104631395677,64.09055839640266,0.0,0.0,1.137778,13.44,3801.911111
OD_23-7,10769.0,264.845930190176,601.5466272582627,0.0,44.106667,105.671111,245.244444,15521.857780000002
OD_23-8,10769.0,70.3454211137537,307.09385693284895,0.0,1.6,14.275556,54.32,15021.40444
OD_23-9,10769.0,92.54344300956517,247.78102636498528,0.0,1.031111,13.333332999999998,66.311111,4881.751111
OD_23-10,10769.0,369.6121789913631,445.03775238992347,0.0,111.333333,230.604444,463.68,7797.351111
OD_23-11,10769.0,129.47263772550923,282.3775743623778,0.0,4.097778,36.053333,134.16888899999998,4549.422222
OD_23-12,10769.0,18855.396568346267,19795.34870523451,524.32,5088.755556,12481.42222,28983.377780000006,721992.3644
OD_23-13,10769.0,505.1611130757745,730.0721589488661,0.337778,172.00888899999995,333.937778,596.4711110000002,22824.29333
OD_23-14,10769.0,1.245311135295764,7.186375834762732,0.0,0.0,0.0,0.0,160.924444
OD_23-15,10769.0,2425.734096035565,4292.567226089441,0.0,209.946667,529.911111,1692.0533329999996,139980.8356
OD_23-16,10769.0,807.720554261771,1062.2728991570486,0.551111,188.346667,510.124444,1053.742222,28563.72444
OD_23-17,10769.0,777.9614762547149,2392.278175509401,0.0,56.195556,206.933333,562.017778,20810.0
OD_23-18,10769.0,28543.870516381547,21495.035298714138,317.911111,9871.786667,24616.75556,45608.99556,640810.9778
OD_23-19,10769.0,3230.0219254770172,3907.718007566833,0.337778,878.035556,1202.737778,3366.053333,19337.28889
OD_23-20,10769.0,138407.40411203276,188615.1058209798,5736.711111,111176.2133,132716.9956,159413.5378,19088743.53
OD_23-21,10769.0,2683.6555917699707,183939.90663818724,0.657778,142.311111,469.928889,1430.755556,19088743.53
OD_23-22,10769.0,27.394533699879187,164.9752109289823,0.0,0.96,4.088889,23.822222,12199.12
OD_23-23,10769.0,0.004704037236512212,0.29481692507828144,0.0,0.0,0.0,0.0,25.244444
